Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
"N'-(2-adamantyl)-N-[(2E)-3,7-dimethylocta-2,6-dienyl]ethane-1,2-diamine",JFIBVDBTCDTBRH-REZTVBANSA-N,Pandemic 6,330.3034992,C22H38N2,331.3107802,348.3373202,353.2927202
"3-[2-(4-tert-butylphenoxy)ethyl]-4-oxo-3,4-dihydrophthalazine-1-carboxylic",NVWVTNCSPUWFDT-UHFFFAOYSA-N,Pandemic 6,366.1579572,C21H22N2O4,367.1652382,384.1917782,389.1471782
"1-[2-[(2,10-dichloro-5,7-dihydroindolo[2,3-b]carbazol-6-yl)oxy]ethyl]tetrazol-5-amine",BCZKTRPTEZWZNO-UHFFFAOYSA-N,Pandemic 6,451.07151,C21H15Cl2N7O,452.0787945,469.1053345,474.0607345
5-[6-(ethylcarbamoylamino)-4-phenylpyridin-3-yl]pyridine-3-carboxylic,HFOBXGSLYCFVGF-UHFFFAOYSA-N,Pandemic 6,365.999654,C16H12Cl2N2O2S,367.0069352,384.0334752,388.9888752
"2-(3,4-Dichloro-benzylamino)-9-(4-hydroxy-butyl)-1,9-dihydro-purin-6-one",MXZSROXOTCJLTP-UHFFFAOYSA-N,Pandemic 6,381.07593,C16H17Cl2N5O2,382.0832112,399.1097512,404.0651512
4-amino-1-hydroxy-1-oxo-1lambda5-phosphinane-4-carboxylic acid,FAGDKDUYJZUVOH-UHFFFAOYSA-N,Pandemic 6,193.05039,C6H12NO4P,194.0576759,211.0842159,216.0396159
Cefditoren pivoxil,AFZFFLVORLEPPO-UVYJNCLZSA-N,Pandemic 6,620.11816,C25H28N6O7S3,621.1254418,638.1519818,643.1073818
Tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Pandemic 6,467.25913,C18H37N5O9,468.2664088,485.2929488,490.2483488
Sulbactam,FKENQMMABCRJMK-RITPCOANSA-N,Pandemic 7,233.03579,C8H11NO5S,234.0430746,251.0696146,256.0250146
2-(2-aminopyridin-3-yl)oxy-5-ethyl-4-fluorophenol,MRIHADBFHMLZBI-UHFFFAOYSA-N,Pandemic 7,248.0961059,C13H13FN2O2,249.1033868,266.1299268,271.0853268
"2-[(Z)-2-Hydroxy-4-pentoxybenzylidene]-6,7-dihydroxy-2,3-dihydrobenzofuran-3-one",DHLYGGUMBUHVOV-YVLHZVERSA-N,Pandemic 7,356.1259884,C20H20O6,357.1332694,374.1598094,379.1152094
(2R)-6-amino-N-[(2R)-1-[[(2R)-1-[[(2R)-1-[[2-[[(2R)-1-[[(2R)-6-amino-1-[[(2R)-1-[[(2R)-6-amino-1-[[(2R)-1-,UIBPZXXSPHGPDS-UXLZJAPBSA-N,Pandemic 7,1562.880716,C71H110N28O13,1563.887997,1580.914537,1585.869937
4-[(4-chlorophenoxy)methyl]benzamidine,AIHOQFFRTZKUNW-UHFFFAOYSA-N,Pandemic 7,260.0716407,C14H13ClN2O,261.0789217,278.1054617,283.0608617
"2-(3-chlorophenyl)-5-phenyl-1,3,4-oxadiazole",HFKZYMPEMMAFOG-UHFFFAOYSA-N,Pandemic 7,256.04034,C14H9ClN2O,257.0476216,274.0741616,279.0295616
Pilocarpine,QCHFTSOMWOSFHM-WPRPVWTQSA-N,Pandemic 7,208.12118,C11H16N2O2,209.1284588,226.1549988,231.1103988
Pretomanid,ZLHZLMOSPGACSZ-NSHDSACASA-N,Pandemic 7,359.07291,C14H12F3N3O5,360.080186,377.106726,382.062126
Pibenzimol,INAAIJLSXJJHOZ-UHFFFAOYSA-N,Pandemic 7,424.20116,C25H24N6O,425.2084404,442.2349804,447.1903804
"1-(azetidin-1-yl)-3-(3,5-ditert-butyl-4-hydroxyphenyl)propan-1-one",NCPLYDUUMCVVRD-UHFFFAOYSA-N,Pandemic 7,317.2354792,C20H31NO2,318.2427602,335.2693002,340.2247002
Fusidic acid,IECPWNUMDGFDKC-MZJAQBGESA-N,Pandemic 7,516.34509,C31H48O6,517.3523703,534.3789103,539.3343103
Patchouli alcohol,GGHMUJBZYLPWFD-CUZKYEQNSA-N,Pandemic 7,222.19837,C15H26O,223.2056465,240.2321865,245.1875865
"N-benzyl-2-ethylimidazo[1,2-a]pyridine-3-carboxamide",DXBURLJZQLMFRW-UHFFFAOYSA-N,Pandemic 7,279.1371622,C17H17N3O,280.1444432,297.1709832,302.1263832
"N-((2-Oxo-1,2-dihydrobenzo[cd]indol-6-yl)methyl)thiophene-2-carboxamide",FYEMGAFBYLDQQO-UHFFFAOYSA-N,Pandemic 7,308.0619486,C17H12N2O2S,309.0692298,326.0957698,331.0511698
4'-(alpha-D-Mannopyranosyloxy)-biphenyl-4-carboxylic,ZLNPXKSDQKJSIZ-GJGATLCTSA-N,Pandemic 7,376.1158176,C19H20O8,377.1230986,394.1496386,399.1050386
1-Cyclopropyl-6-fluoro-8-methoxy-7-[[4-[(4-nitrophenoxy)methyl]cyclohexanecarbonyl]amino]-4-oxoquinoline-3-carboxylic acid,LUDYWEIXJWRJRZ-UHFFFAOYSA-N,Pandemic 7,553.1860431,C28H28FN3O8,554.193324,571.219864,576.175264
"4-(2,6-dimethylmorpholin-4-yl)-7-(4-fluorophenyl)-5-phenyl-7H-pyrrolo[2,3-d]pyrimidine",HFDQYYVFVKIRDR-UHFFFAOYSA-N,Pandemic 7,402.18559,C24H23FN4O,403.1928705,420.2194105,425.1748105
"N6-(2-amino-6-phenyl-pyrimidin-4-yl)-2-(4-fluorophenyl)quinoline-4,6-diamine",GETIJMWRUSBILT-UHFFFAOYSA-N,Pandemic 7,422.16552,C25H19FN6,423.1728038,440.1993438,445.1547438
"3-[4,5-bis(4-fluorophenyl)-1H-imidazol-2-yl]-5-bromo-1H-indole",SJFBDIJRNXAXRM-UHFFFAOYSA-N,Pandemic 7,449.033916,C23H14BrF2N3,450.0411974,467.0677374,472.0231374
"6-fluoro-1-methyl-2-[5-(2-methyl-1,3-thiazol-4-yl)thiophen-2-yl]-3-phenyl-2H-quinazolin-4-one",BRLUZBMXYFCBDS-UHFFFAOYSA-N,Pandemic 7,435.0875324,C23H18FN3OS2,436.0948137,453.1213537,458.0767537
"5,5,5-trifluoro-1-[4-[3-(1,3-thiazol-2-yl)-1,2,4-oxadiazol-5-yl]piperidin-1-yl]pentan-1-one",WIFDOUQOJULUSV-UHFFFAOYSA-N,Pandemic 8,374.1024314,C15H17F3N4O2S,375.1097125,392.1362525,397.0916525
Panipenem,TYMABNNERDVXID-DLYFRVTGSA-N,Pandemic 8,339.12528,C15H21N3O4S,340.1325583,357.1590983,362.1144983
Phosphomycin,YMDXZJFXQJVXBF-STHAYSLISA-N,Pandemic 8,138.0082,C3H7O4P,139.0154767,156.0420167,160.9974167
"2-N-(4-fluorophenyl)-3-phenylquinoxaline-2,5,7-triamine",NIUYHJHZOHMWPP-UHFFFAOYSA-N,Pandemic 8,345.13897,C20H16FN5,346.1462547,363.1727947,368.1281947
"(3R,4S,5S)-5-[(4-fluorophenyl)sulfanylmethyl]oxolane-2,3,4-triol",PJYDYUDAULCICX-QHPFDFDXSA-N,Pandemic 8,260.0518581,C11H13FO4S,261.0591392,278.0856792,283.0410792
"6-(naphthalen-2-ylamino)-1H-pyrimidine-2,4-dione",KADGSGKDRXSVOE-UHFFFAOYSA-N,Pandemic 8,253.08513,C14H11N3O2,254.0924076,271.1189476,276.0743476
"6-ethyl-5-[3-(3-methoxy-5-pyridin-4-ylphenyl)but-1-ynyl]pyrimidine-2,4-diamine",KEPLBUUTAQCZOE-UHFFFAOYSA-N,Pandemic 8,373.19026,C22H23N5O,374.1975414,391.2240814,396.1794814
"(E)-3-(3,3-dimethyl-2-oxo-1H-pyrrolo[2,3-b]pyridin-5-yl)-N-methyl-N-[(3-methyl-1-benzofuran-2-yl)methyl]prop-2-enamide",RVBSHRUYJYRNJW-MDZDMXLPSA-N,Pandemic 8,389.17394,C23H23N3O3,390.1812226,407.2077626,412.1631626
"4-(Cyanomethyl)-6-phthalimidyl-7-fluoro-2,3-dihydro-4H-1,4-benzooxazine-3-one",VZTBLNIXLGBJNS-UHFFFAOYSA-N,Pandemic 8,351.065534,C18H10FN3O4,352.072815,369.099355,374.054755
N-[2-(dimethylamino)ethyl]quinoline-8-carboxamide,SIWQJQCKOITZLS-UHFFFAOYSA-N,Pandemic 8,243.1371622,C14H17N3O,244.1444432,261.1709832,266.1263832
Ethyl 4-(4-chlorophenyl)piperazine-1-carboxylate,XYUNBULEZMRKTP-UHFFFAOYSA-N,Pandemic 8,268.0978555,C13H17ClN2O2,269.1051365,286.1316765,291.0870765
"3,3-dimethyl-8-morpholin-4-yl-6-(2-phenylethylsulfanyl)-1,4-dihydropyrano[3,4-c]pyridine-5-carbonitrile",CITLGGQQUFMBKB-UHFFFAOYSA-N,Pandemic 8,409.1824,C23H27N3O2S,410.1896793,427.2162193,432.1716193
Cefoxitin,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,Pandemic 8,427.05079,C16H17N3O7S2,428.0580732,445.0846132,450.0400132
N-(2-methoxy-5-methylphenyl)-4-(piperidine-1-sulfonyl)benzamide,FXRFNUOUJQQXOG-UHFFFAOYSA-N,Pandemic 8,388.14568,C20H24N2O4S,389.1529594,406.1794994,411.1348994
"4-fluoro-N-(5-phenyl-1,3,4-oxadiazol-2-yl)benzamide",SDHXERNCEXPUIK-UHFFFAOYSA-N,Pandemic 8,283.0757,C15H10FN3O2,284.0829857,301.1095257,306.0649257
Eravacycline,AKLMFDDQCHURPW-ISIOAQNYSA-N,Pandemic 8,558.21259,C27H31FN4O8,559.2198731,576.2464131,581.2018131
Bromophenol thiohydantoin,LZPGGHKJSQSUDE-UQCOIBPSSA-N,Pandemic 8,375.8516726,C10H6Br2N2O2S,376.8589548,393.8854948,398.8408948
Epetraborole,FXQIIDINBDJDKL-SNVBAGLBSA-N,Pandemic 8,237.11724,C11H16BNO4,238.1245194,255.1510594,260.1064594
"6-fluoro-3-[(E)-2-(1H-1,2,3,4-tetrazol-5-yl)ethenyl]-1H-indole",JDBSZVDIUIRSDG-DAFODLJHSA-N,Pandemic 8,229.0763735,C11H8FN5,230.0836544,247.1101944,252.0655944
Benzarone,RFRXIWQYSOIBDI-UHFFFAOYSA-N,Pandemic 9,266.09429,C17H14O3,267.1015753,284.1281153,289.0835153
"N-[5-(4-chlorophenyl)-1,3,4-oxadiazol-2-yl]-4-fluorobenzamide",WHLDECCXYMPRNL-UHFFFAOYSA-N,Pandemic 9,317.0367324,C15H9ClFN3O2,318.0440134,335.0705534,340.0259534
1H-Pyrrole-2-carboxamide,OEKXCVYZBVOWBR-BQYQJAHWSA-N,Pandemic 9,631.2907,C36H37N7O4,632.2979837,649.3245237,654.2799237
Retapamulin,STZYTFJPGGDRJD-FJJJPKKESA-N,Pandemic 9,517.32258,C30H47NO4S,518.3298612,535.3564012,540.3118012
Isoniazid,QRXWMOHMRWLFEY-UHFFFAOYSA-N,Pandemic 9,137.05891,C6H7N3O,138.0661929,155.0927329,160.0481329
Thalidomide,UEJJHQNACJXSKW-UHFFFAOYSA-N,Pandemic 9,258.06406,C13H10N2O4,259.0713378,276.0978778,281.0532778
Morinidazole,GAZGHCHCYRSPIV-UHFFFAOYSA-N,Pandemic 9,270.1328051,C11H18N4O4,271.1400861,288.1666261,293.1220261
Bedaquiline,QUIJNHUBAXPXFS-XLJNKUFUSA-N,Pandemic 9,554.15689,C32H31BrN2O2,555.1641718,572.1907118,577.1461118
"N-[5-(1-naphthylmethyl)-1,3-thiazol-2-yl]cyclohexanecarboxamide",WJAMFZVSJYMDDT-UHFFFAOYSA-N,Pandemic 9,350.14528,C21H22N2OS,351.1525655,368.1791055,373.1345055
Betamipron,CWXYHOHYCJXYFQ-UHFFFAOYSA-N,Pandemic 9,193.07389,C10H11NO3,194.0811742,211.1077142,216.0631142
Nadifloxacin,JYJTVFIEFKZWCJ-UHFFFAOYSA-N,Pandemic 9,360.14854,C19H21FN2O4,361.1558163,378.1823563,383.1377563
N-[(4-Methoxyphenylthio)carbonyl]-D-glutamic,OBCGYIKABKFIQB-SNVBAGLBSA-N,Pandemic 9,313.06201,C13H15NO6S,314.0692894,331.0958294,336.0512294
(2R)-2-[[(2R)-2-acetamidopropanoyl]amino]-3-phenylpropanoic acid,ZUASFFBDGJGAQI-BXKDBHETSA-N,Pandemic 9,278.1266571,C14H18N2O4,279.1339381,296.1604781,301.1158781
Sitafloxacin,PNUZDKCDAWUEGK-CYZMBNFOSA-N,Pandemic 9,409.10048,C19H18ClF2N3O3,410.1077565,427.1342965,432.0896965
"N-(4-methoxyphenyl)pyrazolo[1,5-a]pyridine-2-carboxamide",OOQFUDGMLSSZNX-UHFFFAOYSA-N,Pandemic 9,267.1007767,C15H13N3O2,268.1080577,285.1345977,290.0899977
5-chloro-2-[(2-methyl-3-phenylpropanoyl)amino]benzoic,NMVOUGNPVVJWHF-UHFFFAOYSA-N,Pandemic 9,317.08187,C17H16ClNO3,318.0891521,335.1156921,340.0710921
"2-N,6-N-dibenzyl-9-propan-2-ylpurine-2,6-diamine",HLIBKNKTKXMTBG-UHFFFAOYSA-N,Pandemic 9,372.2062448,C22H24N6,373.2135258,390.2400658,395.1954658
Sutezolid,FNDDDNOJWPQCBZ-ZDUSSCGKSA-N,Pandemic 9,353.12094,C16H20FN3O3S,354.1282219,371.1547619,376.1101619
5-chloro-2-hydroxy-N-(4-methylphenyl)benzamide,KLORATCDRSXVPO-UHFFFAOYSA-N,Pandemic 9,261.0556563,C14H12ClNO2,262.0629373,279.0894773,284.0448773
"N-[2-(4-benzoylpiperazin-1-yl)phenyl]-2,2,2-trichloroacetamide",MCGFBDJSJQAZHY-UHFFFAOYSA-N,Pandemic 9,425.04646,C19H18Cl3N3O2,426.0537409,443.0802809,448.0356809
alpha-Difluoromethylornithine,VLCYCQAOQCDTCN-UHFFFAOYSA-N,Pathogen 1,182.08668,C6H12F2N2O2,183.093965,200.120505,205.075905
Amikacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,Pathogen 1,585.28574,C22H43N5O13,586.2930175,603.3195575,608.2749575
Amphotericin B,APKFDSVGJQXUKY-INPOYWNPSA-N,Pathogen 1,923.48785,C47H73NO17,924.4951309,941.5216709,946.4770709
Auranofin,AUJRCFUBUPVWSZ-UHFFFAOYSA-M,Pathogen 1,678.13268,C20H34AuO9PS,679.1399656,696.1665056,701.1219056
Azoxystrobin,WFDXOXNFNRHQEC-GHRIWEEISA-N,Pathogen 1,403.11682,C22H17N3O5,404.1241017,421.1506417,426.1060417
Bedaquiline,QUIJNHUBAXPXFS-XLJNKUFUSA-N,Pathogen 1,554.15689,C32H31BrN2O2,555.1641718,572.1907118,577.1461118
Benznidazole,CULUWZNBISUWAS-UHFFFAOYSA-N,Pathogen 1,260.09094,C12H12N4O3,261.0982213,278.1247613,283.0801613
Bitertanol,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,Pathogen 1,337.17903,C20H23N3O2,338.186308,355.212848,360.168248
Buparvaquone,NEGDTWQGGLJCTL-UHFFFAOYSA-N,Pathogen 1,326.18819,C21H26O3,327.1954757,344.2220157,349.1774157
Clemastine,YNNUSGIPVFPVBX-NHCUHLMSSA-N,Pathogen 1,343.17029,C21H26ClNO,344.1775731,361.2041131,366.1595131
Clofazimine,WDQPAMHFFCXSNU-UHFFFAOYSA-N,Pathogen 1,472.12215,C27H22Cl2N4,473.1294331,490.1559731,495.1113731
Delamanid,XDAOLTSRNUSPPH-XMMPIXPASA-N,Pathogen 1,534.17262,C25H25F3N4O6,535.1799,552.20644,557.16184
D-Eritadenine,LIEMBEWXEZJEEZ-INEUFUBQSA-N,Pathogen 1,253.0811,C9H11N5O4,254.0883849,271.1149249,276.0703249
Diethylcarbamazine,RCKMWOKWVGPNJF-UHFFFAOYSA-N,Pathogen 1,199.16846,C10H21N3O,200.1757433,217.2022833,222.1576833
Difenoconazol,BQYJATMQXGBDHF-UHFFFAOYSA-N,Pathogen 1,405.0647,C19H17Cl2N3O3,406.0719778,423.0985178,428.0539178
Doxycycline,SGKRLCUYIXIAHR-AKNGSSGZSA-N,Pathogen 1,444.15327,C22H24N2O8,445.1605467,462.1870867,467.1424867
Ethambutol,AEUTYOVWOVBAKS-UWVGGRQHSA-N,Pathogen 1,204.18378,C10H24N2O2,205.191059,222.217599,227.172999
Fluoxetine,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,Pathogen 1,309.13405,C17H18F3NO,310.1413297,327.1678697,332.1232697
Iodoquinol,UXZFQZANDVDGMM-UHFFFAOYSA-N,Pathogen 1,396.84606,C9H5I2NO,397.8533386,414.8798786,419.8352786
Isradipine,HMJIYCCIJYRONP-UHFFFAOYSA-N,Pathogen 1,371.14812,C19H21N3O5,372.1554018,389.1819418,394.1373418
Levofloxacin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,Pathogen 1,361.14378,C18H20FN3O4,362.1510653,379.1776053,384.1330053
Linezolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,Pathogen 1,337.14378,C16H20FN3O4,338.1510653,355.1776053,360.1330053
Mebendazole,OPXLLQIJSORQAM-UHFFFAOYSA-N,Pathogen 1,295.09569,C16H13N3O3,296.1029723,313.1295123,318.0849123
Mefloquine,XEEQGYMUWCZPDN-DOMZBBRYSA-N,Pathogen 1,378.11668,C17H16F6N2O,379.1239631,396.1505031,401.1059031
Miltefosine,PQLXHQMOHUQAKB-UHFFFAOYSA-N,Pathogen 1,407.31645,C21H46NO4P,408.323727,425.350267,430.305667
Nifurtimox,ARFHIAQFJWUCFH-IZZDOVSWSA-N,Pathogen 1,287.05759,C10H13N3O5S,288.0648727,305.0914127,310.0468127
Nitazoxanide,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Pathogen 1,307.02629,C12H9N3O5S,308.0335726,325.0601126,330.0155126
Pentamidine,XDRYMKDFEDOLFX-UHFFFAOYSA-N,Pathogen 1,340.18993,C19H24N4O2,341.197207,358.223747,363.179147
Posaconazole,RAGOYPUPXAKGKH-XAKZXMRKSA-N,Pathogen 1,700.32971,C37H42F2N8O4,701.3369892,718.3635292,723.3189292
Praziquantel,FSVJFNAIGNNGKK-UHFFFAOYSA-N,Pathogen 1,312.18378,C19H24N2O2,313.191059,330.217599,335.172999
Primaquine,INDBQLZJXZLFIT-UHFFFAOYSA-N,Pathogen 1,259.16846,C15H21N3O,260.1757433,277.2022833,282.1576833
Radezolid,BTTNOGHPGJANSW-IBGZPJMESA-N,Pathogen 1,438.18157,C22H23FN6O3,439.1888478,456.2153878,461.1707878
Rifampicin,JQXXHWHPUNPDRT-WLSIYKJHSA-N,Pathogen 1,822.40512,C43H58N4O12,823.4124043,840.4389443,845.3943443
Sitamaquine,RVAKDGYPIVSYEU-UHFFFAOYSA-N,Pathogen 1,343.26236,C21H33N3O,344.2696437,361.2961837,366.2515837
Streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,Pathogen 1,581.26567,C21H39N7O12,582.2729507,599.2994907,604.2548907
Suramin,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Pathogen 1,1296.04691,C51H40N6O23S6,1297.05419,1314.08073,1319.03613
Sutezolid,FNDDDNOJWPQCBZ-ZDUSSCGKSA-N,Pathogen 1,353.12094,C16H20FN3O3S,354.1282219,371.1547619,376.1101619
Tolfenpyrad,WPALTCMYPARVNV-UHFFFAOYSA-N,Pathogen 1,383.14005,C21H22ClN3O2,384.1473356,401.1738756,406.1292756
Trifloxystrobin,ONCZDRURRATYFI-TVJDWZFNSA-N,Pathogen 1,408.12969,C20H19F3N2O4,409.1369726,426.1635126,431.1189126
Zoxazolamine,YGCODSQDUUUKIV-UHFFFAOYSA-N,Pathogen 1,168.00904,C7H5ClN2O,169.0163215,186.0428615,190.9982615
5α-Cholestane,XIIAYQZJNBULGD-LDHZKLTISA-N,BACSMLS 1,372.3756,C27H48,373.3828825,390.4094225,395.3648225
5β-Cholestan-3α-ol,QYIXCDOBOSTCEI-FBVYSKEZSA-N,BACSMLS 1,388.37052,C27H48O,389.3777972,406.4043372,411.3597372
7α-hydroxy-3-oxo-4-cholestenoic acid,SATGKQGFUDXGAX-MYWFJNCASA-N,BACSMLS 1,430.30831,C27H42O4,431.3155908,448.3421308,453.2975308
7α-Hydroxy-4-cholesten-3-one,IOIZWEJGGCZDOL-RQDYSCIWSA-N,BACSMLS 1,400.33413,C27H44O2,401.3414117,418.3679517,423.3233517
7β-Hydroxycholesterol,OYXZMSRRJOYLLO-KGZHIOMZSA-N,BACSMLS 1,402.34978,C27H46O2,403.3570617,420.3836017,425.3390017
β-Muricholic acid,DKPMWHFRUGMUKF-CRKPLTDNSA-N,BACSMLS 1,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
Brassicasterol,OILXMJHPFNGGTO-ZAUYPBDWSA-N,BACSMLS 1,398.35487,C28H46O,399.3621471,416.3886871,421.3440871
Butanoylcarnitine,QWYFHHGCZUCMBN-UHFFFAOYSA-N,BACSMLS 1,231.14706,C11H21NO4,232.1543392,249.1808792,254.1362792
Cholesterol,HVYWMOMLDIMFJA-DPAQBDIFSA-N,BACSMLS 1,386.35487,C27H46O,387.3621471,404.3886871,409.3440871
Cholesteryl acetate,XUGISPSHIFXEHZ-VEVYEIKRSA-N,BACSMLS 1,428.36543,C29H48O2,429.3727118,446.3992518,451.3546518
Cholesteryl behenate,WBOQXYUYHINMOC-FTAWAYKBSA-N,BACSMLS 1,708.67843,C49H88O2,709.6857131,726.7122531,731.6676531
Cholesteryl linoleate,NAACPBBQTFFYQB-LJAITQKLSA-N,BACSMLS 1,648.58453,C45H76O2,649.5918127,666.6183527,671.5737527
Cholesteryl stearate,XHRPOTDGOASDJS-XNTGVSEISA-N,BACSMLS 1,652.61583,C45H80O2,653.6231128,670.6496528,675.6050528
Diosgenin,WQLVFSAGQJTQCK-VKROHFNGSA-N,BACSMLS 1,414.3134,C27H42O3,415.3206762,432.3472162,437.3026162
Glycoursodeoxycholic acid,GHCZAUBVMUEKKP-XROMFQGDSA-N,BACSMLS 1,449.31412,C26H43NO5,450.3214045,467.3479445,472.3033445
Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,BACSMLS 1,412.37052,C29H48O,413.3777972,430.4043372,435.3597372
Taurocholic acid,FZLMIZAHBFKTSH-IECFWMJSSA-N,BACSMLS 1,531.28659,C26H45NO8S,532.2938696,549.3204096,554.2758096
Tauroursodeoxycholic acid,BHTRKEVKTKCXOH-LBSADWJPSA-N,BACSMLS 1,499.29676,C26H45NO6S,500.3040403,517.3305803,522.2859803
Valeryl-L-carnitine,VSNFQQXVMPSASB-SNVBAGLBSA-O,BACSMLS 1,246.16998,C12H24NO4,247.1778143,264.2043543,269.1597543
β-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,BACSMLS 1,414.38617,C29H50O,415.3934472,432.4199872,437.3753872
24-Hydroxychloesterol,IOWMKBFJCNLRTC-XWXSNNQWSA-N,BACSMLS 2,402.34978,C27H46O2,403.3570617,420.3836017,425.3390017
2-Methylbutyroylcarnitine,IHCPDBBYTYJYIL-UHFFFAOYSA-N,BACSMLS 2,245.16271,C12H23NO4,246.1699892,263.1965292,268.1519292
7-Ketochenodeoxycholate,DXOCDBGWDZAYRQ-AURDAFMXSA-N,BACSMLS 2,390.27701,C24H38O4,391.2842907,408.3108307,413.2662307
7-Ketocholesterol,YIKKMWSQVKJCOP-SBMSYAAPSA-N,BACSMLS 2,400.33413,C27H44O2,401.3414117,418.3679517,423.3233517
7-Ketodeoxycholic acid,RHCPKKNRWFXMAT-RRWYKFPJSA-N,BACSMLS 2,406.27192,C24H38O5,407.2792053,424.3057453,429.2611453
Acetyl-DL-carnitine,RDHQFKQIGNGIED-MRVPVSSYSA-O,BACSMLS 2,204.12303,C9H18NO4,205.1308641,222.1574041,227.1128041
Alpha-Muricholic acid,DKPMWHFRUGMUKF-GDYCBZMLSA-N,BACSMLS 2,408.28757,C24H40O5,409.2948554,426.3213954,431.2767954
Campesterol,SGNBVLSWZMBQTH-PODYLUTMSA-N,BACSMLS 2,400.37052,C28H48O,401.3777972,418.4043372,423.3597372
Dehydrocholic acid,OHXPGWPVLFPUSM-KLRNGDHRSA-N,BACSMLS 2,402.24062,C24H34O5,403.2479052,420.2744452,425.2298452
Dehydrolithocholic acid,KIQFUORWRVZTHT-HSYHYESFSA-N,BACSMLS 2,374.2821,C24H38O3,375.2893761,392.3159161,397.2713161
Dihydrocholesterol,QYIXCDOBOSTCEI-QCYZZNICSA-N,BACSMLS 2,388.37052,C27H48O,389.3777972,406.4043372,411.3597372
Ergosterol,DNVPQKQSNYMLRS-APGDWVJJSA-N,BACSMLS 2,396.33922,C28H44O,397.346497,414.373037,419.328437
Glycolithocholic acid,XBSQTYHEGZTYJE-OETIFKLTSA-N,BACSMLS 2,433.31921,C26H43NO4,434.3264899,451.3530299,456.3084299
Hexanoylcarnitine,VVPRQWTYSNDTEA-LLVKDONJSA-N,BACSMLS 2,259.17836,C13H25NO4,260.1856393,277.2121793,282.1675793
Hydroxybutyrylcarnitine,UEFRDQSMQXDWTO-YGPZHTELSA-N,BACSMLS 2,247.14197,C11H21NO5,248.1492538,265.1757938,270.1311938
Hyodeoxycholic acid,DGABKXLVXPYZII-SIBKNCMHSA-N,BACSMLS 2,392.29266,C24H40O4,393.2999408,410.3264808,415.2818808
Lathosterol,IZVFFXVYBHFIHY-SKCNUYALSA-N,BACSMLS 2,386.35487,C27H46O,387.3621471,404.3886871,409.3440871
Malonyl-carnitine,ZGNBLKBZJBJFDG-SSDOTTSWSA-N,BACSMLS 2,247.10559,C10H17NO6,248.1128683,265.1394083,270.0948083
Taurodeoxycholic acid,AWDRATDZQPNJFN-GHMNEPPTSA-N,BACSMLS 2,499.29676,C26H45NO6S,500.3040403,517.3305803,522.2859803
Tauro-α-Muricholic acid,XSOLDPYUICCHJX-OEYGYFRSSA-N,BACSMLS 2,515.29167,C26H45NO7S,516.298955,533.325495,538.280895
12-Ketochenodeoxycholic acid,MIHNUBCEFJLAGN-DMMBONCOSA-N,BACSMLS 3,406.27192,C24H38O5,407.2792053,424.3057453,429.2611453
27-Hydroxycholesterol,FYHRJWMENCALJY-YSQMORBQSA-N,BACSMLS 3,402.34978,C27H46O2,403.3570617,420.3836017,425.3390017
3-hydroxydodecanoyl carnitine,ULWDPUHFMOBGFJ-UHFFFAOYSA-N,BACSMLS 3,359.26717,C19H37NO5,360.2744543,377.3009943,382.2563943
Adipoyl-L-carnitine,BSVHAXJKBCWVDA-SNVBAGLBSA-N,BACSMLS 3,289.15254,C13H23NO6,290.1598185,307.1863585,312.1417585
Arachidonyl-L-carnitine,HIVCWXCOIPSVAX-MNFAIILDSA-O,BACSMLS 3,504.40474,C31H54NO4,505.4125652,522.4391052,527.3945052
Coprocholic Acid,CNWPIIOQKZNXBB-SQZFNYHNSA-N,BACSMLS 3,450.33452,C27H46O5,451.3418056,468.3683456,473.3237456
Coprostanol,QYIXCDOBOSTCEI-NWKZBHTNSA-N,BACSMLS 3,388.37052,C27H48O,389.3777972,406.4043372,411.3597372
Decanoyl-L-carnitine,QDFUGZFFTZZWFP-UHFFFAOYSA-N,BACSMLS 3,315.24096,C17H33NO4,316.2482395,333.2747795,338.2301795
Dodecenoylcarnitine,JEOZLTJHDSKQIT-CLVCIHKQSA-N,BACSMLS 3,341.25661,C19H35NO4,342.2638896,359.2904296,364.2458296
Glycohyodeoxcholic acid,VFZNJHFLKDAKQD-UHFFFAOYSA-N,BACSMLS 3,148.10005,C9H12N2,149.1073294,166.1338694,171.0892694
Isobutyryl-L-carnitine,LRCNOZRCYBNMEP-UHFFFAOYSA-N,BACSMLS 3,231.14706,C11H21NO4,232.1543392,249.1808792,254.1362792
